Time,Displacement,Force,Strain,Stress,TKS
1310.152,1.63831,3066.57471,0.48356,293.31177,1.74169
1310.172,1.62162,2940.98706,0.47864,281.29956,1.75838
1310.192,1.60494,2821.4541,0.47371,269.8665,1.77506
1310.212,1.58831,2707.72119,0.46881,258.98817,1.79169
1310.232,1.57162,2599.1062,0.46388,248.59935,1.80838
1310.252,1.555,2495.90039,0.45897,238.72791,1.825
1310.272,1.53831,2397.29761,0.45405,229.29676,1.84169
1310.292,1.52156,2303.27295,0.4491,220.30349,1.85844
1310.312,1.50488,2213.3396,0.44418,211.70154,1.87512
1310.332,1.48819,2127.25244,0.43925,203.46747,1.89181
1310.352,1.4715,2044.58032,0.43433,195.56005,1.9085
1310.372,1.45481,1966.03088,0.4294,188.04695,1.92519
1310.392,1.43819,1891.02979,0.42449,180.87325,1.94181
1310.412,1.4215,1819.12402,0.41957,173.9956,1.9585
1310.432,1.40488,1750.15295,0.41466,167.39866,1.97512
1310.452,1.38819,1683.90588,0.40974,161.06226,1.99181
1310.472,1.3715,1620.17603,0.40481,154.96662,2.0085
1310.492,1.35481,1559.18066,0.39989,149.13253,2.02519
1310.512,1.33813,1500.05212,0.39496,143.47701,2.04187
1310.532,1.32144,1443.35376,0.39003,138.05392,2.05856
1310.552,1.30481,1388.95312,0.38513,132.85062,2.07519
1310.572,1.28819,1336.42773,0.38022,127.82666,2.09181
1310.592,1.2715,1286.177,0.3753,123.02028,2.1085
1310.612,1.25481,1237.29456,0.37037,118.34477,2.12519
1310.632,1.23819,1190.14026,0.36546,113.83455,2.14181
1310.652,1.2215,1144.74414,0.36054,109.4925,2.1585
1310.672,1.20481,1100.71594,0.35561,105.28129,2.17519
1310.692,1.18813,1058.20813,0.35069,101.2155,2.19187
1310.712,1.17144,1016.88879,0.34576,97.2634,2.20856
1310.732,1.15475,977.17999,0.34084,93.46533,2.22525
1310.752,1.13806,938.77686,0.33591,89.79214,2.24194
1310.772,1.12137,901.42285,0.33098,86.2193,2.25863
1310.792,1.10475,865.27942,0.32608,82.76226,2.27525
1310.812,1.08806,829.9386,0.32115,79.38198,2.29194
1310.832,1.07144,795.664,0.31624,76.10368,2.30856
1310.852,1.05481,762.315,0.31134,72.91391,2.32519
1310.872,1.03819,729.94598,0.30643,69.81789,2.34181
1310.892,1.0215,698.33466,0.30151,66.79432,2.3585
1310.912,1.00488,667.5213,0.2966,63.84709,2.37512
1310.932,0.98825,637.5918,0.29169,60.98439,2.39175
1310.952,0.9715,608.5213,0.28675,58.20385,2.4085
1310.972,0.95481,579.93457,0.28182,55.46959,2.42519
1310.992,0.93806,552.02032,0.27688,52.79965,2.44194
1311.012,0.92137,524.98291,0.27195,50.21357,2.45863
1311.032,0.90469,498.51611,0.26703,47.68208,2.47531
1311.052,0.888,472.53818,0.2621,45.19734,2.492
1311.072,0.87138,446.86823,0.25719,42.74206,2.50862
1311.092,0.85475,421.82751,0.25229,40.34697,2.52525
1311.112,0.83806,397.06998,0.24736,37.97895,2.54194
1311.132,0.82138,372.78711,0.24244,35.65635,2.55862
1311.152,0.80475,348.95706,0.23753,33.37705,2.57525
1311.172,0.78813,325.55023,0.23262,31.13823,2.59187
1311.192,0.77144,302.83588,0.2277,28.96565,2.60856
1311.212,0.75475,280.41312,0.22277,26.82096,2.62525
1311.232,0.73806,258.43997,0.21785,24.71927,2.64194
1311.252,0.72138,237.34067,0.21292,22.70116,2.65862
1311.272,0.70469,217.13383,0.208,20.76842,2.67531
1311.292,0.68806,197.54858,0.20309,18.89513,2.69194
1311.312,0.67144,178.3654,0.19818,17.0603,2.70856
1311.332,0.65475,160.10608,0.19326,15.31383,2.72525
1311.352,0.63813,142.53595,0.18835,13.63328,2.74187
1311.354,0.63644,140.83371,0.18785,13.47046,2.74356
1311.356,0.63481,139.15923,0.18737,13.3103,2.74519
1311.376,0.61819,122.78458,0.18246,11.7441,2.76181
1311.396,0.60156,107.33119,0.17756,10.26602,2.77844
1311.404,0.59488,101.47835,0.17558,9.7062,2.78512
1311.424,0.58494,87.82236,0.17265,8.40004,2.79506
1311.444,0.59281,82.34782,0.17497,7.87641,2.78719
1311.464,0.61444,98.00916,0.18136,9.37438,2.76556
1311.484,0.64188,140.67523,0.18946,13.45531,2.73812
1311.504,0.66825,203.18558,0.19724,19.4343,2.71175
1311.524,0.69081,271.33267,0.2039,25.95243,2.68919
1311.544,0.70994,333.63669,0.20954,31.91169,2.67006
1311.564,0.72731,387.01721,0.21467,37.01743,2.65269
1311.584,0.74444,434.14142,0.21973,41.52476,2.63556
1311.604,0.76181,479.56296,0.22486,45.86925,2.61819
1311.624,0.77944,525.38135,0.23006,50.25168,2.60056
1311.644,0.79706,572.72974,0.23526,54.78046,2.58294
1311.664,0.81444,621.28717,0.24039,59.42488,2.56556
1311.684,0.8315,669.56177,0.24543,64.04226,2.5485
1311.704,0.84844,717.35846,0.25042,68.61391,2.53156
1311.724,0.86531,765.12402,0.25541,73.1826,2.51469
1311.744,0.88213,812.71411,0.26037,77.73449,2.49787
1311.764,0.899,860.38867,0.26535,82.29447,2.481
1311.784,0.91581,908.28046,0.27031,86.87522,2.46419
1311.804,0.93256,956.82031,0.27525,91.51796,2.44744
1311.824,0.94931,1005.24493,0.2802,96.14968,2.43069
1311.844,0.966,1054.073,0.28512,100.81999,2.414
1311.864,0.98269,1103.27197,0.29005,105.52578,2.39731
1311.884,0.99944,1153.38672,0.29499,110.31915,2.38056
1311.904,1.01613,1204.23401,0.29992,115.18259,2.36387
1311.924,1.03281,1255.90479,0.30484,120.1248,2.34719
1311.944,1.04944,1308.65381,0.30975,125.17014,2.33056
1311.964,1.06619,1361.62671,0.3147,130.23689,2.31381
1311.984,1.08288,1415.61951,0.31962,135.40119,2.29712
1312.004,1.09956,1470.80542,0.32455,140.67961,2.28044
1312.024,1.11625,1527.56519,0.32947,146.10858,2.26375
1312.044,1.13287,1585.43701,0.33438,151.6439,2.24713
1312.064,1.1495,1644.30518,0.33929,157.27453,2.2305
1312.084,1.16619,1704.17822,0.34421,163.00127,2.21381
1312.104,1.18281,1765.96216,0.34912,168.91077,2.19719
1312.124,1.1995,1829.18945,0.35404,174.95833,2.1805
1312.144,1.21619,1894.40637,0.35897,181.19621,2.16381
1312.164,1.23281,1961.30188,0.36388,187.59464,2.14719
1312.184,1.2495,2030.19958,0.3688,194.18456,2.1305
1312.204,1.26612,2100.99805,0.37371,200.9563,2.11388
1312.224,1.28275,2173.46191,0.37862,207.88732,2.09725
1312.244,1.29938,2248.13257,0.38352,215.02942,2.08062
1312.264,1.31613,2325.32471,0.38847,222.41269,2.06387
1312.284,1.33281,2405.61572,0.39339,230.09238,2.04719
1312.304,1.34956,2488.21313,0.39834,237.99264,2.03044
1312.324,1.36619,2573.62891,0.40324,246.1625,2.01381
1312.344,1.38287,2661.52539,0.40817,254.56962,1.99713
1312.364,1.3995,2751.93286,0.41308,263.21691,1.9805
1312.384,1.41613,2845.25537,0.41798,272.14304,1.96387
1312.404,1.43281,2942.09814,0.42291,281.40584,1.94719
1312.424,1.44944,3042.20605,0.42782,290.98096,1.93056
1312.444,1.46613,3145.80469,0.43274,300.88997,1.91387
1312.464,1.48281,3253.20923,0.43767,311.16301,1.89719
1312.484,1.49944,3364.43384,0.44257,321.80142,1.88056
1312.504,1.51613,3479.5061,0.4475,332.80784,1.86387
1312.524,1.53281,3598.29712,0.45242,344.16997,1.84719
1312.544,1.54938,3721.95215,0.45731,355.99732,1.83062
1312.564,1.56606,3850.37842,0.46224,368.28107,1.81394
1312.584,1.58269,3983.29053,0.46715,380.99384,1.79731
1312.604,1.59937,4121.20166,0.47207,394.18477,1.78063
1312.624,1.61606,4264.60205,0.477,407.90072,1.76394
1312.644,1.63269,4413.12744,0.4819,422.10689,1.74731
1312.664,1.64931,4567.06543,0.48681,436.83073,1.73069
1312.684,1.666,4727.44043,0.49174,452.17028,1.714
1312.704,1.68263,4893.74756,0.49664,468.07724,1.69737
1312.724,1.69931,5066.45508,0.50157,484.59637,1.68069
1312.744,1.71594,5246.30957,0.50648,501.79911,1.66406
1312.764,1.73263,5433.01562,0.5114,519.65714,1.64737
1312.784,1.74925,5627.32715,0.51631,538.2427,1.63075
1312.804,1.76587,5829.42578,0.52121,557.57302,1.61413
1312.824,1.7825,6039.81006,0.52612,577.69585,1.5975
1312.844,1.79912,6258.80664,0.53103,598.64241,1.58088
1312.864,1.81569,6486.80615,0.53592,620.45014,1.56431
1312.884,1.83237,6723.23877,0.54084,643.06444,1.54763
1312.904,1.84906,6969.94873,0.54577,666.66174,1.53094
1312.924,1.86581,7227.78076,0.55071,691.32286,1.51419
1312.944,1.8825,7495.93066,0.55564,716.97092,1.4975
1312.964,1.89913,7774.89746,0.56054,743.65354,1.48087
1312.984,1.91581,8065.46289,0.56547,771.44551,1.46419
1313.004,1.9325,8367.95508,0.5704,800.37832,1.4475
1313.024,1.94912,8682.16602,0.5753,830.43194,1.43088
1313.044,1.96581,9009.33008,0.58023,861.72456,1.41419
1313.064,1.98244,9350.26562,0.58514,894.33438,1.39756
1313.084,1.99906,9704.92188,0.59004,928.25651,1.38094
1313.104,2.01569,10073.19531,0.59495,963.48113,1.36431
1313.124,2.03231,10456.34082,0.59986,1000.12827,1.34769
1313.144,2.04894,10855.16699,0.60476,1038.27512,1.33106
1313.164,2.06562,11270.30957,0.60969,1077.98278,1.31438
1313.184,2.08219,11701.62891,0.61458,1119.23754,1.29781
1313.204,2.09881,12148.55176,0.61948,1161.98492,1.28119
1313.224,2.1155,12612.82812,0.62441,1206.39193,1.2645
1313.244,2.13206,13094.6875,0.6293,1252.48086,1.24794
1313.252,2.13875,13291.76758,0.63127,1271.33119,1.24125
1313.254,2.14038,13341.44141,0.63175,1276.0824,1.23962
1313.274,2.15706,13847.55078,0.63668,1324.49079,1.22294
1313.292,2.17194,14317.74219,0.64107,1369.46368,1.20806
1313.312,2.18169,14844.92969,0.64395,1419.88802,1.19831
1313.332,2.17375,15182.58594,0.6416,1452.1842,1.20625
1313.352,2.1525,14948.98633,0.63533,1429.84092,1.2275
1313.372,2.12575,14052.75781,0.62744,1344.11836,1.25425
1313.392,2.10006,12816.30078,0.61985,1225.85368,1.27994
1313.412,2.078,11625.93848,0.61334,1111.99796,1.302
1313.432,2.05913,10673.01074,0.60777,1020.85233,1.32087
1313.452,2.04175,9952.43359,0.60264,951.93052,1.33825
1313.472,2.02456,9376.81543,0.59757,896.87377,1.35544
1313.492,2.00706,8867.89746,0.5924,848.1968,1.37294
1313.512,1.98944,8387.72559,0.5872,802.26928,1.39056
1313.532,1.97181,7929.83105,0.582,758.47262,1.40819
1313.552,1.95438,7498.48486,0.57685,717.21518,1.42562
1313.572,1.93719,7098.47607,0.57178,678.95514,1.44281
1313.592,1.92013,6730.13086,0.56674,643.72367,1.45987
1313.612,1.90319,6389.39502,0.56174,611.13298,1.47681
1313.632,1.88619,6072.02051,0.55673,580.77669,1.49381
1313.652,1.86937,5774.94189,0.55176,552.36173,1.51063
1313.672,1.85256,5496.69141,0.5468,525.7476,1.52744
1313.692,1.83575,5235.69824,0.54184,500.78416,1.54425
1313.712,1.819,4990.67285,0.53689,477.34794,1.561
1313.732,1.80225,4760.08984,0.53195,455.29315,1.57775
1313.752,1.78544,4542.29297,0.52699,434.4613,1.59456
1313.772,1.76863,4336.71973,0.52203,414.79865,1.61137
1313.792,1.75194,4142.49854,0.5171,396.22176,1.62806
1313.812,1.73519,3958.97095,0.51216,378.66771,1.64481
1313.832,1.7185,3786.53882,0.50723,362.17493,1.6615
1313.852,1.70181,3623.26514,0.50231,346.55812,1.67819
1313.872,1.68506,3468.55347,0.49736,331.76026,1.69494
1313.892,1.66844,3322.01611,0.49245,317.74426,1.71156
1313.912,1.65169,3183.22363,0.48751,304.46902,1.72831
1313.932,1.635,3051.73022,0.48259,291.89193,1.745
1313.952,1.61831,2926.36914,0.47766,279.90142,1.76169
1313.972,1.60162,2806.76587,0.47273,268.46159,1.77838
1313.992,1.585,2693.22852,0.46783,257.60198,1.795
1314.012,1.56831,2585.15356,0.4629,247.2648,1.81169
1314.032,1.55169,2482.3811,0.458,237.43482,1.82831
1314.052,1.535,2384.34595,0.45307,228.05795,1.845
1314.072,1.51825,2290.38843,0.44813,219.07111,1.86175
1314.092,1.50156,2200.60229,0.4432,210.48324,1.87844
1314.112,1.48488,2114.97534,0.43827,202.29319,1.89512
1314.132,1.46819,2033.2467,0.43335,194.47601,1.91181
1314.152,1.4515,1955.02429,0.42842,186.99419,1.9285
1314.172,1.43481,1880.03967,0.4235,179.82206,1.94519
1314.192,1.41819,1808.5083,0.41859,172.98023,1.96181
1314.212,1.4015,1739.83606,0.41367,166.41186,1.9785
1314.232,1.38481,1673.93762,0.40874,160.1088,1.99519
1314.252,1.36819,1610.57825,0.40383,154.04861,2.01181
1314.272,1.3515,1549.48535,0.39891,148.20521,2.0285
1314.292,1.33481,1490.82056,0.39398,142.59402,2.04519
1314.312,1.31819,1434.3136,0.38908,137.18925,2.06181
1314.332,1.3015,1379.98682,0.38415,131.993,2.0785
1314.352,1.28487,1327.95337,0.37924,127.0161,2.09513
1314.372,1.26819,1277.57788,0.37432,122.19779,2.11181
1314.392,1.2515,1229.02734,0.36939,117.55402,2.1285
1314.412,1.23488,1182.30652,0.36448,113.08527,2.14512
1314.432,1.21819,1136.86633,0.35956,108.73901,2.16181
1314.452,1.20144,1093.00366,0.35462,104.54363,2.17856
1314.472,1.18475,1050.75122,0.34969,100.50227,2.19525
1314.492,1.16806,1009.96484,0.34476,96.60114,2.21194
1314.512,1.15138,970.42255,0.33984,92.81899,2.22862
1314.532,1.13469,931.81555,0.33491,89.12631,2.24531
1314.552,1.11806,894.41229,0.33001,85.54876,2.26194
1314.572,1.10138,858.22174,0.32508,82.0872,2.27862
1314.592,1.08475,823.22925,0.32017,78.74025,2.29525
1314.612,1.06813,789.25574,0.31527,75.49074,2.31187
1314.632,1.0515,755.8645,0.31036,72.29694,2.3285
1314.652,1.03481,723.59802,0.30543,69.21072,2.34519
1314.672,1.01819,692.05292,0.30053,66.19349,2.36181
1314.692,1.00156,661.16449,0.29562,63.23907,2.37844
1314.712,0.98494,631.57635,0.29071,60.40902,2.39506
1314.732,0.96819,602.64819,0.28577,57.6421,2.41181
1314.752,0.9515,573.9649,0.28084,54.8986,2.4285
1314.772,0.93475,545.98663,0.2759,52.22254,2.44525
1314.792,0.91806,518.57526,0.27097,49.60069,2.46194
1314.812,0.90137,491.92212,0.26605,47.05137,2.47863
1314.832,0.88462,465.72443,0.26111,44.54562,2.49538
1314.852,0.868,440.1282,0.2562,42.09739,2.512
1314.872,0.85137,415.31079,0.25129,39.72365,2.52863
1314.892,0.83469,390.69858,0.24637,37.36954,2.54531
1314.912,0.81806,366.34277,0.24146,35.03996,2.56194
1314.932,0.80144,342.42316,0.23655,32.7521,2.57856
1314.952,0.78475,319.05478,0.23163,30.51696,2.59525
1314.972,0.76812,296.21475,0.22672,28.33235,2.61188
1314.992,0.75138,273.78714,0.22178,26.1872,2.62862
1315.012,0.73475,251.90298,0.21687,24.09402,2.64525
1315.032,0.71806,230.83031,0.21194,22.07846,2.66194
1315.052,0.70138,210.36108,0.20702,20.12062,2.67862
1315.072,0.68475,190.47636,0.20211,18.21869,2.69525
1315.092,0.66806,171.41409,0.19718,16.39542,2.71194
1315.112,0.65144,153.052,0.19228,14.63912,2.72856
1315.13,0.63644,137.28708,0.18785,13.13124,2.74356
1315.132,0.63481,135.6176,0.18737,12.97155,2.74519
1315.152,0.61819,119.21542,0.18246,11.40272,2.76181
1315.172,0.60156,103.50037,0.17756,9.89961,2.77844
1315.192,0.58481,88.7445,0.17261,8.48824,2.79519
1315.204,0.57481,80.54532,0.16966,7.704,2.80519
1315.224,0.56488,68.77302,0.16673,6.578,2.81512
1315.244,0.57281,64.53555,0.16907,6.1727,2.80719
1315.264,0.59438,78.53616,0.17544,7.51183,2.78562
1315.284,0.62181,116.82364,0.18353,11.17395,2.75819
1315.304,0.64819,173.43756,0.19132,16.58896,2.73181
1315.324,0.67075,236.05653,0.19798,22.57834,2.70925
1315.344,0.68988,294.51617,0.20362,28.16989,2.69012
1315.364,0.70731,344.9624,0.20877,32.99497,2.67269
1315.384,0.72444,389.97888,0.21382,37.30071,2.65556
1315.404,0.74181,433.41803,0.21895,41.45557,2.63819
1315.424,0.75938,477.72842,0.22414,45.69377,2.62062
1315.444,0.777,523.58984,0.22934,50.08033,2.603
1315.464,0.79438,570.40497,0.23447,54.5581,2.58562
1315.484,0.81156,617.58209,0.23954,59.0705,2.56844
1315.504,0.8285,664.40656,0.24454,63.54917,2.5515
1315.524,0.84531,710.84564,0.2495,67.99097,2.53469
1315.544,0.86219,757.56158,0.25448,72.45927,2.51781
1315.564,0.87894,804.14514,0.25943,76.91488,2.50106
1315.584,0.89575,850.8689,0.26439,81.38392,2.48425
1315.604,0.91256,898.29181,0.26935,85.91983,2.46744
1315.624,0.92931,946.02698,0.2743,90.4856,2.45069
1315.644,0.94606,994.05554,0.27924,95.07944,2.43394
1315.664,0.96275,1042.08984,0.28416,99.67382,2.41725
1315.684,0.97944,1090.63586,0.28909,104.31716,2.40056
1315.704,0.99606,1140.37085,0.294,109.07421,2.38394
1315.724,1.01275,1190.48352,0.29892,113.86739,2.36725
1315.744,1.02944,1241.25134,0.30385,118.72323,2.35056
1315.764,1.04613,1292.99817,0.30877,123.67271,2.33387
1315.784,1.06281,1345.83545,0.3137,128.72648,2.31719
1315.804,1.07956,1399.60571,0.31864,133.86951,2.30044
1315.824,1.09625,1454.34509,0.32357,139.10522,2.28375
1315.844,1.11294,1510.15051,0.32849,144.4429,2.26706
1315.864,1.12956,1567.18237,0.3334,149.89789,2.25044
1315.884,1.14619,1625.36169,0.33831,155.46262,2.23381
1315.904,1.16288,1684.78186,0.34323,161.14604,2.21712
1315.924,1.1795,1745.87109,0.34814,166.9891,2.2005
1315.944,1.19619,1808.27991,0.35307,172.95839,2.18381
1315.964,1.21281,1872.47241,0.35797,179.09826,2.16719
1315.984,1.2295,1938.5979,0.3629,185.42305,2.1505
1316.004,1.24612,2006.50781,0.36781,191.91849,2.13388
1316.024,1.26281,2076.47803,0.37273,198.61101,2.11719
1316.044,1.27938,2148.25244,0.37762,205.47608,2.10062
1316.064,1.29606,2222.34058,0.38254,212.56247,2.08394
1316.084,1.31275,2298.39233,0.38747,219.83667,2.06725
1316.104,1.3295,2377.0498,0.39241,227.3601,2.0505
1316.124,1.34619,2458.8418,0.39734,235.18334,2.03381
1316.144,1.36288,2543.21777,0.40227,243.25374,2.01712
1316.164,1.37956,2629.92725,0.40719,251.54731,2.00044
1316.184,1.39619,2719.35083,0.4121,260.10051,1.98381
1316.204,1.41281,2811.7168,0.417,268.93514,1.96719
1316.224,1.4295,2907.14624,0.42193,278.06276,1.9505
1316.244,1.44613,3005.81128,0.42684,287.49987,1.93387
1316.264,1.46281,3108.36279,0.43176,297.30874,1.91719
1316.284,1.4795,3214.47095,0.43669,307.45777,1.9005
1316.304,1.49612,3324.62646,0.4416,317.99391,1.88388
1316.324,1.51275,3438.25342,0.4465,328.8621,1.86725
1316.344,1.52944,3555.90918,0.45143,340.11567,1.85056
1316.364,1.54606,3678.15112,0.45633,351.80786,1.83394
1316.384,1.56269,3805.23877,0.46124,363.96354,1.81731
1316.404,1.57938,3936.84961,0.46617,376.55187,1.80062
1316.424,1.59606,4073.16992,0.47109,389.59062,1.78394
1316.444,1.61269,4214.67969,0.476,403.12573,1.76731
1316.464,1.62937,4361.51758,0.48093,417.17049,1.75063
1316.484,1.646,4513.71582,0.48583,431.72795,1.734
1316.504,1.66269,4671.94287,0.49076,446.86207,1.71731
1316.524,1.67931,4836.23486,0.49566,462.57627,1.70069
1316.544,1.69594,5006.87207,0.50057,478.89736,1.68406
1316.564,1.71262,5184.81982,0.5055,495.91774,1.66738
1316.584,1.72931,5369.86377,0.51042,513.6168,1.65069
1316.604,1.74594,5562.07471,0.51533,532.00144,1.63406
1316.624,1.76256,5761.75879,0.52024,551.10079,1.61744
1316.644,1.77919,5969.61963,0.52514,570.98228,1.60081
1316.664,1.79588,6186.39551,0.53007,591.71647,1.58412
1316.684,1.81244,6412.20068,0.53496,613.31427,1.56756
1316.704,1.82906,6646.65869,0.53986,635.73968,1.55094
1316.724,1.84575,6890.58838,0.54479,659.07109,1.53425
1316.744,1.86244,7145.64941,0.54972,683.46721,1.51756
1316.764,1.87919,7411.146,0.55466,708.86141,1.50081
1316.784,1.89581,7687.5376,0.55957,735.29774,1.48419
1316.804,1.9125,7975.43994,0.56449,762.83503,1.4675
1316.824,1.92919,8275.23242,0.56942,791.50957,1.45081
1316.844,1.94581,8586.72754,0.57432,821.30343,1.43419
1316.864,1.96244,8910.5752,0.57923,852.27883,1.41756
1316.884,1.97913,9247.9873,0.58416,884.55164,1.40087
1316.904,1.99569,9599.65918,0.58905,918.18833,1.38431
1316.924,2.01238,9965.28223,0.59397,953.15945,1.36762
1316.944,2.029,10345.3916,0.59888,989.5162,1.351
1316.964,2.04562,10741.16797,0.60379,1027.37141,1.33438
1316.984,2.06231,11153.03906,0.60871,1066.76602,1.31769
1317.004,2.07888,11581.46484,0.6136,1107.7441,1.30112
1317.024,2.0955,12026.11133,0.61851,1150.27368,1.2845
1317.044,2.11219,12487.43359,0.62343,1194.39828,1.26781
1317.064,2.12875,12966.09473,0.62832,1240.18121,1.25125
1317.076,2.13875,13261.09766,0.63127,1268.39769,1.24125
1317.078,2.14038,13310.87207,0.63175,1273.15855,1.23962
1317.098,2.15706,13817.44434,0.63668,1321.61117,1.22294
1317.118,2.17363,14341.12793,0.64157,1371.70041,1.20637
1317.138,2.19019,14880.77344,0.64645,1423.31648,1.18981
1317.148,2.1985,15156.02148,0.64891,1449.64337,1.1815
1317.168,2.20825,15706.67578,0.65179,1502.31242,1.17175
1317.188,2.20038,16058.03809,0.64946,1535.91943,1.17962
1317.208,2.17919,15814.39355,0.64321,1512.61532,1.20081
1317.228,2.1525,14880.28027,0.63533,1423.26927,1.2275
1317.248,2.12681,13586.56836,0.62775,1299.52824,1.25319
1317.268,2.10481,12336.29785,0.62126,1179.94237,1.27519
1317.288,2.08588,11331.67578,0.61567,1083.85229,1.29412
1317.308,2.0685,10568.78711,0.61054,1010.88357,1.3115
1317.328,2.05131,9956.90527,0.60546,952.35825,1.32869
1317.348,2.03381,9414.9209,0.6003,900.51848,1.34619
1317.368,2.01619,8903.03027,0.5951,851.5572,1.36381
1317.388,1.9985,8414.04688,0.58988,804.78686,1.3815
1317.408,1.98113,7953.8291,0.58475,760.768,1.39887
1317.428,1.96388,7527.01855,0.57966,719.94436,1.41612
1317.448,1.94681,7133.09131,0.57462,682.266,1.43319
1317.468,1.92988,6769.18555,0.56962,647.45915,1.45012
1317.488,1.913,6430.69971,0.56464,615.08363,1.467
1317.508,1.89613,6114.09375,0.55966,584.80096,1.48387
1317.528,1.87925,5817.27344,0.55468,556.41067,1.50075
1317.548,1.86244,5538.09814,0.54972,529.70809,1.51756
1317.568,1.84569,5276.12695,0.54477,504.65107,1.53431
